,adult,genre_ids,id,original_language,original_title,popularity,release_date,title,video,vote_average,vote_count
203,False,"['Action', 'Adventure', 'Crime', 'Thriller']",10764,en,Quantum of Solace,21.749,2008-10-31,Quantum of Solace,False,6.2,4638
204,False,"['Action', 'Adventure', 'Comedy', 'Fantasy']",353486,en,Jumanji: Welcome to the Jungle,15.016,2017-12-20,Jumanji: Welcome to the Jungle,False,6.7,7597
205,False,"['Action', 'Adventure', 'Science Fiction']",1891,en,The Empire Strikes Back,19.242,1980-05-21,The Empire Strikes Back,False,8.4,10192
206,False,"['Adventure', 'Comedy', 'Fantasy']",762,en,Monty Python and the Holy Grail,20.161,1975-03-14,Monty Python and the Holy Grail,False,7.8,3186
207,False,"['Romance', 'Drama']",222935,en,The Fault in Our Stars,14.983,2014-05-16,The Fault in Our Stars,False,7.6,7591
208,False,"['Comedy', 'Romance']",15144,en,Sixteen Candles,16.136,1984-05-04,Sixteen Candles,False,6.8,1120
209,False,"['Adventure', 'Animation', 'Comedy', 'Family']",12230,en,One Hundred and One Dalmatians,16.301,1961-01-25,One Hundred and One Dalmatians,False,7.0,3592
210,False,"['Animation', 'Drama', 'Family']",3170,en,Bambi,15.006,1942-08-21,Bambi,False,6.9,3157
211,False,"['Action', 'Adventure', 'Thriller']",668,en,On Her Majesty's Secret Service,17.799,1969-12-18,On Her Majesty's Secret Service,False,6.5,838
212,False,"['Adventure', 'Animation', 'Family']",9732,en,The Lion King 2: Simba's Pride,18.463,1998-10-26,The Lion King 2: Simba's Pride,False,6.9,2484
213,False,['Comedy'],463272,en,Johnny English Strikes Again,14.015,2018-10-26,Johnny English Strikes Again,False,6.2,1174
214,False,"['Comedy', 'Drama', 'Romance']",455207,en,Crazy Rich Asians,16.303,2018-08-15,Crazy Rich Asians,False,7.1,1681
215,False,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",9738,en,Fantastic Four,15.506,2005-07-08,Fantastic Four,False,5.7,5838
216,False,"['Drama', 'Action', 'Adventure', 'History', 'War']",1495,en,Kingdom of Heaven,13.881,2005-05-06,Kingdom of Heaven,False,6.7,2189
217,False,"['Adventure', 'Animation', 'Family']",11238,en,Aladdin and the King of Thieves,13.727,1996-08-13,Aladdin and the King of Thieves,False,6.2,1096
218,False,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",297761,en,Suicide Squad,17.097,2016-08-05,Suicide Squad,False,5.9,14095
219,False,"['Adventure', 'Drama']",399360,en,Alpha,15.335,2018-08-17,Alpha,False,6.0,1277
220,False,"['Comedy', 'Drama', 'Family']",196867,en,Annie,11.934,2014-12-19,Annie,False,6.1,820
221,False,"['Drama', 'Horror']",507076,fr,Climax,14.447,2019-03-01,Climax,False,7.1,454
222,False,"['Action', 'Adventure', 'Thriller']",660,en,Thunderball,15.061,1965-12-29,Thunderball,False,6.7,1041
223,False,"['Adventure', 'Fantasy', 'Drama', 'Romance']",50620,en,The Twilight Saga: Breaking Dawn - Part 2,19.369,2012-11-16,The Twilight Saga: Breaking Dawn - Part 2,False,6.3,5390
224,False,"['Drama', 'Action']",459910,en,Braven,18.493,2018-02-02,Braven,False,5.9,389
225,False,"['Action', 'Crime', 'Drama', 'Thriller']",949,en,Heat,14.912,1995-12-15,Heat,False,7.8,3383
226,False,"['Comedy', 'Family', 'Fantasy', 'Animation']",6477,en,Alvin and the Chipmunks,12.857,2007-12-16,Alvin and the Chipmunks,False,5.7,2567
227,False,"['Mystery', 'Science Fiction', 'Thriller']",238615,en,Self/less,20.762,2015-07-10,Self/less,False,6.3,1891
228,False,"['Action', 'Adventure', 'Fantasy']",18823,en,Clash of the Titans,11.5,2010-04-02,Clash of the Titans,False,5.7,3855
229,False,['Drama'],353326,en,The Man Who Knew Infinity,15.633,2016-04-29,The Man Who Knew Infinity,False,7.2,737
230,False,"['Action', 'Drama', 'History', 'War']",616,en,The Last Samurai,14.962,2003-12-05,The Last Samurai,False,7.5,3609
231,False,"['Drama', 'Horror', 'War']",5336,it,Salò o le 120 giornate di Sodoma,13.108,1977-09-30,"Salò, or the 120 Days of Sodom",False,6.4,731
232,False,"['Fantasy', 'Drama', 'Mystery']",141,en,Donnie Darko,15.918,2001-10-26,Donnie Darko,False,7.8,7058
233,False,"['Action', 'Drama', 'History', 'Thriller', 'War']",300671,en,13 Hours: The Secret Soldiers of Benghazi,12.508,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,False,7.1,1627
234,False,"['Animation', 'Comedy', 'Family']",9982,en,Chicken Little,16.632,2005-11-04,Chicken Little,False,5.8,2140
235,False,"['Action', 'Adventure', 'Thriller', 'War']",1370,en,Rambo III,15.154,1988-05-24,Rambo III,False,5.9,1412
236,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",169917,en,A Walk Among the Tombstones,18.62,2014-09-19,A Walk Among the Tombstones,False,6.3,1733
237,False,"['Comedy', 'Horror']",296503,en,Dude Bro Party Massacre III,23.692,2015-06-13,Dude Bro Party Massacre III,False,5.9,38
238,False,"['Action', 'Fantasy', 'Horror', 'Science Fiction']",19901,en,Daybreakers,14.848,2009-10-01,Daybreakers,False,6.2,1047
239,False,"['Action', 'Science Fiction', 'Adventure']",582083,ja,仮面ライダービルドNEW WORLD　仮面ライダーグリス,14.361,2019-11-27,Kamen Rider Build NEW WORLD: Kamen Rider Grease,False,0.0,0
240,False,"['Romance', 'Drama']",419478,en,Midnight Sun,15.447,2018-03-23,Midnight Sun,False,7.7,1778
241,False,"['Crime', 'Drama', 'Thriller']",629,en,The Usual Suspects,13.851,1995-08-16,The Usual Suspects,False,8.2,5891
242,False,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance', 'Family']",11970,en,Hercules,18.121,1997-06-27,Hercules,False,7.5,4053
243,False,"['Drama', 'History', 'Mystery', 'Thriller']",891,en,All the President's Men,18.232,1976-04-04,All the President's Men,False,7.7,809
244,False,"['Crime', 'Drama']",470044,en,The Hate U Give,15.422,2018-10-19,The Hate U Give,False,8.2,770
245,False,"['TV Movie', 'Drama', 'Family']",20497,en,Ballet Shoes,15.435,2008-08-26,Ballet Shoes,False,6.4,178
246,False,"['Action', 'Crime', 'Drama', 'Thriller']",471507,en,Destroyer,12.847,2018-12-25,Destroyer,False,6.0,240
247,False,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",440,en,Aliens vs Predator: Requiem,12.172,2007-12-25,Aliens vs Predator: Requiem,False,4.9,1340
248,False,"['Adventure', 'Fantasy']",68737,en,Seventh Son,20.196,2015-02-06,Seventh Son,False,5.3,1605
249,False,"['Action', 'Adventure', 'Thriller']",658,en,Goldfinger,17.882,1964-12-25,Goldfinger,False,7.4,1787
250,False,"['Romance', 'Comedy']",544,en,There's Something About Mary,12.707,1998-07-15,There's Something About Mary,False,6.5,3017
251,False,"['Action', 'Adventure', 'Fantasy']",1734,en,The Mummy Returns,15.134,2001-05-04,The Mummy Returns,False,6.2,4105
252,False,"['Adventure', 'Animation', 'Fantasy']",81,ja,風の谷のナウシカ,16.331,1985-06-13,Nausicaä of the Valley of the Wind,False,7.9,1511
253,False,"['Comedy', 'Horror']",747,en,Shaun of the Dead,16.907,2004-09-24,Shaun of the Dead,False,7.5,4716
254,False,"['Animation', 'Comedy', 'Family']",7518,en,Over the Hedge,11.622,2006-05-19,Over the Hedge,False,6.4,2481
255,False,"['Drama', 'Horror', 'Science Fiction']",3035,en,Frankenstein,17.541,1931-11-21,Frankenstein,False,7.5,649
256,False,"['Drama', 'Mystery', 'Thriller']",449459,en,The Vanishing,11.018,2019-01-04,The Vanishing,False,5.4,195
257,False,"['Comedy', 'Romance']",41280,en,Private Lessons,14.574,1981-08-26,Private Lessons,False,5.7,35
258,False,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",484247,en,A Simple Favor,17.086,2018-09-14,A Simple Favor,False,6.6,2055
259,False,"['Adventure', 'Comedy', 'Fantasy', 'Family']",420814,en,Christopher Robin,13.827,2018-08-03,Christopher Robin,False,7.4,1449
260,False,"['Drama', 'Romance']",12405,en,Slumdog Millionaire,10.156,2008-11-12,Slumdog Millionaire,False,7.7,6191
261,False,"['Action', 'Adventure', 'Science Fiction']",9804,en,Waterworld,13.409,1995-07-28,Waterworld,False,6.0,1947
262,False,"['Animation', 'Family']",13004,en,Barbie and the Diamond Castle,17.028,2008-09-09,Barbie and the Diamond Castle,False,7.0,400
263,False,"['Action', 'Fantasy', 'Horror', 'Science Fiction', 'Western']",353491,en,The Dark Tower,16.897,2017-08-04,The Dark Tower,False,5.6,3044
264,False,"['Action', 'Comedy', 'Crime']",412988,en,The Happytime Murders,10.901,2018-08-24,The Happytime Murders,False,5.7,466
265,False,"['Adventure', 'Science Fiction']",299687,en,The 5th Wave,11.968,2016-01-15,The 5th Wave,False,5.9,3832
266,False,"['Adventure', 'Action', 'Fantasy']",1735,en,The Mummy: Tomb of the Dragon Emperor,14.373,2008-07-31,The Mummy: Tomb of the Dragon Emperor,False,5.3,2667
267,False,"['Horror', 'Science Fiction']",11549,en,Invasion of the Body Snatchers,17.775,1956-02-05,Invasion of the Body Snatchers,False,7.5,438
268,False,"['Action', 'Fantasy']",512901,zh,神探蒲松齡,12.659,2019-02-05,The Knight of Shadows: Between Yin and Yang,False,5.4,8
269,False,"['Animation', 'Comedy', 'Family']",11430,en,The Lion King 1½,15.156,2004-02-09,The Lion King 1½,False,6.5,1739
270,False,"['Adventure', 'Animation', 'Romance', 'Family']",15969,en,The Return of Jafar,14.617,1994-05-20,The Return of Jafar,False,5.8,1029
271,False,"['Horror', 'Science Fiction', 'Thriller']",170,en,28 Days Later,10.049,2003-06-27,28 Days Later,False,7.2,3453
272,False,"['Mystery', 'Science Fiction', 'Thriller']",63,en,Twelve Monkeys,13.287,1995-12-29,Twelve Monkeys,False,7.6,4499
273,False,"['Action', 'Crime', 'Drama']",487680,en,The Kitchen,15.962,2019-08-09,The Kitchen,False,6.0,48
274,False,"['Drama', 'Crime']",61952,ko,바람난 가족,14.979,2003-09-09,A Good Lawyer's Wife,False,6.5,22
275,False,"['Action', 'Crime', 'Horror', 'Thriller']",755,en,From Dusk Till Dawn,15.392,1996-01-19,From Dusk Till Dawn,False,7.0,3188
276,False,"['Animation', 'Family', 'Comedy']",80321,en,Madagascar 3: Europe's Most Wanted,14.426,2012-06-08,Madagascar 3: Europe's Most Wanted,False,6.5,3553
277,False,"['Romance', 'Drama']",11036,en,The Notebook,13.573,2004-06-25,The Notebook,False,7.9,6490
278,False,"['Crime', 'Drama']",154400,en,The Drop,17.943,2014-09-12,The Drop,False,6.7,1268
279,False,"['Action', 'Thriller', 'Crime']",1701,en,Con Air,11.271,1997-06-01,Con Air,False,6.6,2233
280,False,"['Adventure', 'Animation', 'Comedy', 'Family']",950,en,Ice Age: The Meltdown,17.145,2006-03-31,Ice Age: The Meltdown,False,6.6,6097
281,False,"['Drama', 'Mystery', 'Thriller']",491584,ko,버닝,12.137,2018-11-09,Burning,False,7.4,393
282,False,"['Horror', 'Thriller']",532671,en,The Prodigy,12.991,2019-02-08,The Prodigy,False,6.1,371
283,False,"['Adventure', 'Animation', 'Comedy', 'Family']",46195,en,Rio,11.35,2011-04-15,Rio,False,6.6,3886
284,False,"['Drama', 'Romance']",337167,en,Fifty Shades Freed,26.174,2018-02-09,Fifty Shades Freed,False,6.2,3716
285,False,"['Science Fiction', 'Action', 'Drama', 'Thriller']",68724,en,Elysium,13.801,2013-08-09,Elysium,False,6.4,5602
286,False,"['Drama', 'Fantasy', 'Mystery', 'Thriller', 'Romance']",4922,en,The Curious Case of Benjamin Button,12.041,2008-12-25,The Curious Case of Benjamin Button,False,7.5,7024
287,False,['Drama'],451915,en,Beautiful Boy,13.576,2018-10-12,Beautiful Boy,False,7.6,625
288,False,['Horror'],377,en,A Nightmare on Elm Street,12.854,1984-11-15,A Nightmare on Elm Street,False,7.3,2557
289,False,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,13.413,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,False,5.9,1954
290,False,"['Thriller', 'Romance']",255343,en,Escobar: Paradise Lost,13.261,2014-10-11,Escobar: Paradise Lost,False,6.3,500
291,False,"['Fantasy', 'Drama', 'Romance']",162,en,Edward Scissorhands,12.746,1990-12-07,Edward Scissorhands,False,7.7,7745
292,False,"['Action', 'Fantasy', 'Horror', 'Thriller']",1250,en,Ghost Rider,17.079,2007-02-16,Ghost Rider,False,5.4,3389
293,False,"['Adventure', 'Comedy', 'Drama']",334533,en,Captain Fantastic,13.597,2016-07-08,Captain Fantastic,False,8.0,3651
294,False,"['Action', 'Crime', 'Mystery', 'Thriller']",287948,en,The Transporter Refueled,11.056,2015-09-04,The Transporter Refueled,False,5.4,876
295,False,"['Action', 'Adventure', 'Thriller']",1669,en,The Hunt for Red October,12.444,1990-03-02,The Hunt for Red October,False,7.4,1624
296,False,"['Action', 'Animation', 'Adventure', 'Family']",274862,en,The Lego Ninjago Movie,14.086,2017-09-22,The Lego Ninjago Movie,False,6.3,450
297,False,"['Drama', 'Family']",406997,en,Wonder,14.811,2017-11-17,Wonder,False,8.2,4215
298,False,['Horror'],242512,en,Ouija,15.891,2014-10-24,Ouija,False,5.1,1758
299,False,"['Action', 'Drama', 'War']",792,en,Platoon,14.243,1986-12-19,Platoon,False,7.7,2232
300,False,"['Action', 'Adventure', 'Crime']",1637,en,Speed,14.427,1994-06-09,Speed,False,7.0,3246
301,False,"['Action', 'Thriller', 'Crime']",187,en,Sin City,14.96,2005-04-01,Sin City,False,7.4,4777
302,False,"['Action', 'Animation', 'Comedy', 'Family']",12242,en,Mulan II,11.752,2004-11-13,Mulan II,False,6.3,1178
303,False,['Western'],391,it,Per un pugno di dollari,17.916,1967-01-18,A Fistful of Dollars,False,7.9,1944
304,False,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",64635,en,Total Recall,13.36,2012-08-03,Total Recall,False,5.9,3588
305,False,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",563,en,Starship Troopers,13.353,1997-11-07,Starship Troopers,False,6.8,2563
306,False,"['Adventure', 'Drama', 'Western']",44264,en,True Grit,15.649,2010-12-22,True Grit,False,7.2,2954
307,False,"['Mystery', 'Adventure', 'Comedy']",9637,en,Scooby-Doo,11.51,2002-06-14,Scooby-Doo,False,5.7,2113
308,False,['Drama'],489,en,Good Will Hunting,13.368,1997-12-05,Good Will Hunting,False,8.1,6195
309,False,"['Adventure', 'Animation', 'Romance', 'Family']",10530,en,Pocahontas,16.613,1995-06-16,Pocahontas,False,6.9,3363
310,False,"['Action', 'Drama']",744,en,Top Gun,14.993,1986-05-16,Top Gun,False,6.9,3316
311,False,"['Drama', 'Thriller']",612152,en,Secret Obsession,14.307,2019-07-18,Secret Obsession,False,5.4,459
312,False,"['Action', 'Comedy', 'Science Fiction']",2614,en,Innerspace,13.311,1987-06-30,Innerspace,False,6.8,599
313,False,"['Action', 'Adventure', 'Fantasy', 'Thriller']",1996,en,Lara Croft: Tomb Raider – The Cradle of Life,14.453,2003-07-21,Lara Croft: Tomb Raider – The Cradle of Life,False,5.7,2638
314,False,"['Drama', 'Music', 'Romance']",88,en,Dirty Dancing,13.218,1987-08-21,Dirty Dancing,False,7.3,3148
315,False,"['Adventure', 'Action', 'Thriller']",36643,en,The World Is Not Enough,17.984,1999-11-19,The World Is Not Enough,False,6.2,1509
316,False,"['Adventure', 'History']",665,en,Ben-Hur,10.972,1959-11-18,Ben-Hur,False,7.7,1242
317,False,"['Drama', 'Fantasy']",419831,en,I Kill Giants,11.069,2018-03-23,I Kill Giants,False,6.1,663
318,False,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",44912,en,Green Lantern,14.274,2011-06-17,Green Lantern,False,5.1,4467
319,False,"['Drama', 'War']",600,en,Full Metal Jacket,14.195,1987-06-26,Full Metal Jacket,False,8.1,5518
320,False,"['Drama', 'Romance']",12163,en,The Wrestler,9.525,2008-10-12,The Wrestler,False,7.5,1928
321,False,"['Animation', 'Family', 'Adventure', 'Comedy']",13053,en,Bolt,12.629,2008-11-21,Bolt,False,6.4,3571
322,False,"['Drama', 'Horror']",9552,en,The Exorcist,14.666,1973-12-26,The Exorcist,False,7.6,4112
323,False,['Fantasy'],487083,en,Paradise Hills,22.74,2019-11-01,Paradise Hills,False,4.8,11
324,False,"['Comedy', 'Drama', 'Family']",491418,en,Instant Family,17.846,2018-11-16,Instant Family,False,7.6,960
325,False,"['Comedy', 'Music']",353616,en,Pitch Perfect 3,11.171,2017-12-22,Pitch Perfect 3,False,6.5,2016
326,False,"['Action', 'Adventure', 'Thriller']",709,en,Licence to Kill,16.04,1989-07-14,Licence to Kill,False,6.2,950
327,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",65754,en,The Girl with the Dragon Tattoo,13.156,2011-12-14,The Girl with the Dragon Tattoo,False,7.3,4123
328,False,"['Drama', 'Romance']",10068,en,Nine 1/2 Weeks,9.93,1986-02-21,Nine 1/2 Weeks,False,5.9,392
329,False,"['Adventure', 'Animation', 'Family']",10009,en,Brother Bear,13.714,2003-10-23,Brother Bear,False,7.2,3054
330,False,"['Action', 'Adventure', 'Drama']",20662,en,Robin Hood,13.699,2010-05-14,Robin Hood,False,6.3,2685
331,False,"['Comedy', 'Crime', 'Drama', 'Thriller']",184,en,Jackie Brown,9.953,1997-12-24,Jackie Brown,False,7.3,3237
332,False,['Horror'],10014,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,10.714,1985-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,False,5.8,797
333,False,"['Action', 'Adventure', 'Comedy', 'Family']",417320,en,Descendants 2,12.87,2017-07-21,Descendants 2,False,7.3,814
334,False,"['Drama', 'Family', 'Comedy']",400928,en,Gifted,13.858,2017-04-12,Gifted,False,7.9,2182
335,False,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",834,en,Underworld: Evolution,11.44,2006-01-20,Underworld: Evolution,False,6.5,2431
336,False,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",460885,en,Mandy,13.519,2018-09-13,Mandy,False,6.2,691
337,False,"['Crime', 'Thriller', 'Drama']",302946,en,The Accountant,11.802,2016-10-14,The Accountant,False,6.9,3508
338,False,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']",137106,en,The Lego Movie,12.647,2014-02-07,The Lego Movie,False,7.4,5016
339,False,"['Horror', 'Thriller']",371608,en,The Strangers: Prey at Night,10.567,2018-03-09,The Strangers: Prey at Night,False,5.4,691
340,False,['Drama'],455558,en,9/11,13.917,2017-09-08,9/11,False,4.9,112
341,False,"['Action', 'Thriller']",1573,en,Die Hard 2,15.989,1990-07-02,Die Hard 2,False,6.8,3115
342,False,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",2668,en,Sleepy Hollow,11.675,1999-11-18,Sleepy Hollow,False,7.1,3637
343,False,"['Science Fiction', 'Thriller']",396806,en,Anon,13.087,2018-05-04,Anon,False,5.8,737
344,False,"['Romance', 'Drama', 'Action']",63815,ta,சம்திங் சம்திங் உனக்கும் எனக்கும்,17.388,2006-06-18,Something Something... Unakkum Enakkum,False,6.8,12
345,False,"['Action', 'Adventure', 'Fantasy']",522417,en,The Scorpion King: Book of Souls,14.85,2018-10-23,The Scorpion King: Book of Souls,False,5.3,82
346,False,"['Drama', 'Romance']",261776,es,El tercero,24.37,2014-06-28,The Third One,False,6.0,17
347,False,[],625957,en,UFC 242: Khabib vs. Poirier,7.823,2019-09-07,UFC 242: Khabib vs. Poirier,False,6.5,2
348,False,"['Mystery', 'Thriller', 'Horror']",439015,en,Slender Man,10.284,2018-08-10,Slender Man,False,4.0,823
349,False,"['Drama', 'Science Fiction', 'Thriller']",333371,en,10 Cloverfield Lane,15.878,2016-03-11,10 Cloverfield Lane,False,6.9,4801
350,False,"['Adventure', 'Animation', 'Comedy']",153518,en,The Angry Birds Movie,12.825,2016-05-20,The Angry Birds Movie,False,6.0,1971
351,False,"['Science Fiction', 'Horror', 'Action']",492336,en,Deep Blue Sea 2,12.134,2018-04-17,Deep Blue Sea 2,False,4.5,203
352,False,"['Drama', 'Thriller']",515741,en,Angel of Mine,14.592,2019-08-30,Angel of Mine,False,5.8,13
353,False,"['Thriller', 'Mystery', 'Drama', 'Horror']",470229,en,Summer of 84,11.642,2018-08-10,Summer of 84,False,6.8,425
354,False,"['Action', 'Thriller']",36955,en,True Lies,13.332,1994-07-15,True Lies,False,6.9,2048
355,False,"['Science Fiction', 'Thriller', 'Romance']",38050,en,The Adjustment Bureau,11.391,2011-03-04,The Adjustment Bureau,False,6.7,2720
356,False,"['Action', 'Fantasy', 'Adventure']",9334,en,The Scorpion King,15.213,2002-04-19,The Scorpion King,False,5.4,1737
357,False,"['Adventure', 'Fantasy', 'Comedy', 'Family']",879,en,Hook,11.106,1991-12-11,Hook,False,6.9,3087
