adult,genre_ids,id,original_language,original_title,popularity,release_date,title,video,vote_average,vote_count
FALSE,"['Action', 'Adventure', 'War']",1654,en,The Dirty Dozen,11.035,6/15/1967,The Dirty Dozen,FALSE,7.7,540
FALSE,"['History', 'War']",11463,en,Battle of Britain,11.735,9/15/1969,Battle of Britain,FALSE,6.8,132
FALSE,"['Action', 'Adventure']",258489,en,The Legend of Tarzan,12.259,7/1/2016,The Legend of Tarzan,FALSE,5.8,4258
FALSE,"['Action', 'Adventure', 'Comedy', 'Family']",332,en,Inspector Gadget,12.697,7/23/1999,Inspector Gadget,FALSE,4.4,656
FALSE,['Action'],10431,en,War,12.649,8/24/2007,War,FALSE,6.1,737
FALSE,"['Drama', 'Mystery', 'Romance']",12531,fr,L'Appartement,9.003,11/11/1996,The Apartment,FALSE,6.9,85
FALSE,['Western'],10747,en,The Outlaw Josey Wales,10.542,6/30/1976,The Outlaw Josey Wales,FALSE,7.5,508
FALSE,"['Comedy', 'Romance']",9058,en,Only You,7.732,9/17/1994,Only You,FALSE,6.6,212
FALSE,"['Adventure', 'Science Fiction', 'Action']",11884,en,The Last Starfighter,8.919,7/13/1984,The Last Starfighter,FALSE,6.5,344
FALSE,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",470114,en,24 Hours to Live,12.253,12/1/2017,24 Hours to Live,FALSE,5.6,313
FALSE,['Horror'],7978,en,The Wolfman,11.209,2/12/2010,The Wolfman,FALSE,5.7,1055
FALSE,"['Horror', 'Drama', 'Fantasy']",628,en,Interview with the Vampire,11.708,11/11/1994,Interview with the Vampire,FALSE,7.3,2959
FALSE,"['Drama', 'Romance']",257785,en,Tulip Fever,9.706,8/25/2017,Tulip Fever,FALSE,6.5,324
FALSE,"['Drama', 'Thriller']",1957,en,Enough,8.763,5/24/2002,Enough,FALSE,6.4,524
FALSE,"['War', 'Drama']",256917,en,The Water Diviner,10.657,4/24/2015,The Water Diviner,FALSE,6.8,705
FALSE,"['Action', 'Crime']",13056,en,Punisher: War Zone,10.747,12/5/2008,Punisher: War Zone,FALSE,5.7,565
FALSE,['Drama'],334,en,Magnolia,11.012,12/17/1999,Magnolia,FALSE,7.7,1683
FALSE,"['Action', 'Crime', 'Thriller']",984,en,Dirty Harry,13.529,12/22/1971,Dirty Harry,FALSE,7.5,1093
FALSE,"['Drama', 'Music', 'Romance']",243683,en,Step Up All In,10.715,7/25/2014,Step Up All In,FALSE,6.8,1269
FALSE,"['Crime', 'Thriller', 'Drama']",1965,en,A Perfect Murder,8.15,6/5/1998,A Perfect Murder,FALSE,6.4,603
FALSE,"['Mystery', 'Thriller']",458109,en,Spinning Man,9.219,4/6/2018,Spinning Man,FALSE,5.5,178
FALSE,"['Comedy', 'Romance']",20943,en,The Ugly Truth,10.582,7/24/2009,The Ugly Truth,FALSE,6.5,2099
FALSE,"['Horror', 'Mystery', 'Science Fiction']",10676,en,Halloween III: Season of the Witch,8.156,10/22/1982,Halloween III: Season of the Witch,FALSE,5,529
FALSE,"['Crime', 'Drama', 'Mystery', 'Romance']",25376,es,El secreto de sus ojos,9.159,4/16/2010,The Secret in Their Eyes,FALSE,7.9,1200
FALSE,['Comedy'],10607,en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,7.574,1/12/1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,FALSE,6.2,374
FALSE,[],618522,es,Fiebre Austral,6.462,9/9/2019,Austral Fever,FALSE,0,0
FALSE,['Drama'],22881,en,The Blind Side,12.614,11/20/2009,The Blind Side,FALSE,7.5,2999
FALSE,"['Animation', 'Drama', 'Fantasy']",149871,ja,かぐや姫の物語,9.237,10/17/2014,The Tale of the Princess Kaguya,FALSE,8.1,694
FALSE,"['Crime', 'Drama', 'Thriller']",994,en,Straw Dogs,10.872,12/29/1971,Straw Dogs,FALSE,7.2,407
FALSE,"['Comedy', 'Family']",6283,en,MouseHunt,8.018,12/19/1997,MouseHunt,FALSE,6.3,594
FALSE,"['Drama', 'Mystery', 'Thriller']",182560,en,Dark Places,8.928,8/7/2015,Dark Places,FALSE,5.9,781
FALSE,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",384521,en,The Cloverfield Paradox,12.263,2/4/2018,The Cloverfield Paradox,FALSE,5.6,1800
FALSE,"['Horror', 'Mystery']",19912,en,The Final Destination,12.887,8/28/2009,The Final Destination,FALSE,5.6,1701
FALSE,['Comedy'],10201,en,Yes Man,10.937,12/19/2008,Yes Man,FALSE,6.5,3660
FALSE,"['Comedy', 'Drama']",9388,en,Thank You for Smoking,9.869,3/17/2005,Thank You for Smoking,FALSE,7.2,1175
FALSE,"['Comedy', 'Drama']",65057,en,The Descendants,13.782,11/18/2011,The Descendants,FALSE,6.8,1574
FALSE,"['Adventure', 'Fantasy']",11976,en,Legend,13.454,4/18/1986,Legend,FALSE,6.2,542
FALSE,"['Fantasy', 'Comedy', 'Adventure']",1832,en,Dogma,8.655,11/12/1999,Dogma,FALSE,6.9,1390
FALSE,"['Comedy', 'Music', 'Romance', 'TV Movie']",35558,en,Starstruck,6.646,2/14/2010,Starstruck,FALSE,6.8,677
FALSE,"['Adventure', 'Drama', 'Action', 'History', 'War']",10047,en,Joan of Arc,10.735,11/12/1999,The Messenger: The Story of Joan of Arc,FALSE,6.3,747
FALSE,"['Horror', 'Thriller', 'Fantasy', 'Drama']",11586,en,Exorcist II: The Heretic,9.054,6/17/1977,Exorcist II: The Heretic,FALSE,4.5,269
FALSE,"['Comedy', 'Fantasy']",11852,en,The Hot Chick,11.785,12/13/2002,The Hot Chick,FALSE,5.7,827
FALSE,"['Action', 'Comedy', 'Crime']",96,en,Beverly Hills Cop II,11.031,5/18/1987,Beverly Hills Cop II,FALSE,6.3,1158
FALSE,"['Comedy', 'Drama']",9032,en,Big Daddy,10.043,6/25/1999,Big Daddy,FALSE,6.3,1787
FALSE,"['Drama', 'Music', 'Romance']",10376,it,La leggenda del pianista sull'oceano,8.905,10/28/1998,The Legend of 1900,FALSE,8.3,1188
FALSE,"['Adventure', 'Drama']",983,en,The Man Who Would Be King,7.378,12/17/1975,The Man Who Would Be King,FALSE,7.6,262
FALSE,"['Action', 'Science Fiction', 'Thriller']",19959,en,Surrogates,13.588,9/25/2009,Surrogates,FALSE,6,1898
FALSE,['Science Fiction'],2067,en,Mission to Mars,11.158,3/10/2000,Mission to Mars,FALSE,5.9,691
FALSE,"['Horror', 'Comedy']",58151,en,Fright Night,5.87,8/19/2011,Fright Night,FALSE,6.1,1065
FALSE,"['Action', 'Animation', 'Mystery']",40662,en,Batman: Under the Red Hood,9.284,7/27/2010,Batman: Under the Red Hood,FALSE,7.7,796
FALSE,"['Fantasy', 'Animation', 'Comedy', 'Family']",11114,en,Pete's Dragon,8.039,11/3/1977,Pete's Dragon,FALSE,6.3,368
FALSE,"['Drama', 'Romance']",1443,en,The Virgin Suicides,11.908,4/21/2000,The Virgin Suicides,FALSE,7.1,1643
FALSE,"['Crime', 'Drama', 'Western']",338766,en,Hell or High Water,10.262,8/12/2016,Hell or High Water,FALSE,7.3,2556
FALSE,"['Romance', 'Comedy']",24122,en,The Rebound,9.515,9/16/2009,The Rebound,FALSE,6.1,425
FALSE,"['Drama', 'Thriller']",582,de,Das Leben der Anderen,8.446,6/6/2006,The Lives of Others,FALSE,8.1,1783
FALSE,"['Crime', 'Drama']",82633,en,Lawless,10.596,8/29/2012,Lawless,FALSE,7,1721
FALSE,['Comedy'],11890,en,Oscar,7.964,4/26/1991,Oscar,FALSE,6.3,246
FALSE,"['Comedy', 'Drama', 'Romance']",19913,en,(500) Days of Summer,13.077,7/17/2009,(500) Days of Summer,FALSE,7.2,5871
FALSE,"['Comedy', 'Crime', 'Thriller']",9430,en,Go,9.44,4/9/1999,Go,FALSE,7,324
FALSE,['Horror'],923,en,Dawn of the Dead,9.851,4/19/1979,Dawn of the Dead,FALSE,7.5,990
FALSE,"['Thriller', 'Drama', 'Crime']",1900,en,Traffic,9.515,12/27/2000,Traffic,FALSE,7,1027
FALSE,"['Action', 'Thriller', 'Science Fiction']",18501,en,Gamer,10.447,9/4/2009,Gamer,FALSE,5.6,1279
FALSE,"['Comedy', 'Drama', 'Romance']",284,en,The Apartment,10.19,6/15/1960,The Apartment,FALSE,8.2,961
FALSE,"['Adventure', 'Comedy', 'Science Fiction']",1648,en,Bill & Ted's Excellent Adventure,10.489,2/17/1989,Bill & Ted's Excellent Adventure,FALSE,6.8,801
FALSE,"['Crime', 'Drama', 'Family']",257,en,Oliver Twist,7.789,9/23/2005,Oliver Twist,FALSE,6.7,625
FALSE,"['Crime', 'Mystery', 'Thriller']",3093,en,Basic Instinct 2,9.865,3/31/2006,Basic Instinct 2,FALSE,4.8,344
FALSE,"['Comedy', 'Drama']",10663,en,The Waterboy,12.264,11/6/1998,The Waterboy,FALSE,5.9,911
FALSE,['Drama'],866,en,Finding Neverland,8.102,11/11/2004,Finding Neverland,FALSE,7.3,2354
FALSE,"['Action', 'Thriller']",59961,en,Safe House,11.643,2/10/2012,Safe House,FALSE,6.4,2067
FALSE,"['Comedy', 'War']",8290,fr,La Grande Vadrouille,9.651,12/20/1966,Don't Look Now: We're Being Shot At,FALSE,7.9,643
FALSE,[],624848,de,Warum Schnecken keine Beine haben,5.92,9/9/2019,Why Slugs Have No Legs,FALSE,0,0
FALSE,"['Drama', 'Romance']",491473,en,Gloria Bell,10.202,3/8/2019,Gloria Bell,FALSE,6.1,91
FALSE,"['Animation', 'Family']",49953,en,A Turtle's Tale: Sammy's Adventures,11.564,3/25/2011,A Turtle's Tale: Sammy's Adventures,FALSE,5.8,345
FALSE,"['Comedy', 'Drama']",270010,en,A Hologram for the King,11.627,4/22/2016,A Hologram for the King,FALSE,5.8,623
FALSE,['Thriller'],529962,en,The Perfection,9.273,9/20/2018,The Perfection,FALSE,6.5,469
FALSE,"['Action', 'Comedy', 'Crime', 'Western']",1969,es,Bandidas,8.214,1/18/2006,Bandidas,FALSE,5.9,592
FALSE,"['Horror', 'Science Fiction', 'Thriller']",13812,en,Quarantine,7.758,10/10/2008,Quarantine,FALSE,5.6,615
FALSE,"['Animation', 'Comedy', 'Family']",65759,en,Happy Feet Two,8.93,11/17/2011,Happy Feet Two,FALSE,5.9,797
FALSE,"['Comedy', 'Drama', 'War']",651,en,M*A*S*H,10.462,1/25/1970,M*A*S*H,FALSE,7.1,439
FALSE,"['Action', 'Adventure', 'Drama']",263341,en,"Crouching Tiger, Hidden Dragon: Sword of Destiny",9.763,2/26/2016,"Crouching Tiger, Hidden Dragon: Sword of Destiny",FALSE,5.9,311
FALSE,"['Crime', 'Drama']",122081,en,Spring Breakers,9.349,3/15/2013,Spring Breakers,FALSE,5.1,2592
FALSE,[],624844,en,Locals Only,5.919,9/9/2019,Locals Only,FALSE,0,0
FALSE,['Action'],10413,en,Nowhere to Run,9.262,1/15/1993,Nowhere to Run,FALSE,5.8,243
FALSE,"['Thriller', 'Crime']",10909,en,Kalifornia,8.596,9/3/1993,Kalifornia,FALSE,6.7,378
FALSE,"['Action', 'Thriller', 'War']",75674,en,Act of Valor,9.042,2/24/2012,Act of Valor,FALSE,6.3,608
FALSE,"['Crime', 'Drama']",11699,en,The Bad Lieutenant: Port of Call - New Orleans,11.501,11/20/2009,The Bad Lieutenant: Port of Call - New Orleans,FALSE,6.1,553
FALSE,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",9447,en,Babe: Pig in the City,9.279,11/25/1998,Babe: Pig in the City,FALSE,5.4,652
FALSE,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",10829,en,Tremors 3: Back to Perfection,7.036,10/2/2001,Tremors 3: Back to Perfection,FALSE,5.4,276
FALSE,"['Comedy', 'Music']",341012,en,Popstar: Never Stop Never Stopping,9.089,6/3/2016,Popstar: Never Stop Never Stopping,FALSE,6.6,708
FALSE,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",9886,en,Johnny Mnemonic,11.199,5/26/1995,Johnny Mnemonic,FALSE,5.7,636
FALSE,"['History', 'Romance']",1904,en,Memoirs of a Geisha,7.925,12/6/2005,Memoirs of a Geisha,FALSE,7.6,1392
FALSE,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",9824,en,Mystery Men,8.211,8/6/1999,Mystery Men,FALSE,5.8,411
FALSE,"['Drama', 'Thriller', 'Romance']",10497,en,Bitter Moon,8.997,3/11/1994,Bitter Moon,FALSE,7,251
FALSE,['Drama'],540709,es,Ema,7.775,9/8/2019,Ema,FALSE,5.8,11
FALSE,['Action'],9399,en,Lionheart,8.822,1/11/1991,Lionheart,FALSE,6.1,361
FALSE,['Drama'],13461,it,Melissa P.,12.93,11/18/2005,Melissa P.,FALSE,4,266
FALSE,"['Crime', 'Drama', 'Mystery']",11929,en,Dolores Claiborne,9.586,3/24/1995,Dolores Claiborne,FALSE,7.2,331
FALSE,"['Crime', 'Thriller']",276907,en,Legend,11.052,11/20/2015,Legend,FALSE,6.8,1795
FALSE,"['Drama', 'Romance']",19542,en,The Red Shoes,7.586,9/6/1948,The Red Shoes,FALSE,8.2,230
FALSE,"['Action', 'Adventure', 'Crime', 'Thriller']",8195,en,Ronin,12.828,9/25/1998,Ronin,FALSE,6.9,1153
FALSE,['Drama'],705,en,All About Eve,11.711,10/6/2000,All About Eve,FALSE,8.2,718
FALSE,['Comedy'],188222,en,Entourage,14.361,6/3/2015,Entourage,FALSE,6.2,659
FALSE,"['Thriller', 'Action', 'Crime', 'Drama']",9594,en,Double Impact,10.285,8/10/1991,Double Impact,FALSE,5.5,408
FALSE,"['Comedy', 'Fantasy', 'Horror']",765,en,Evil Dead II,11.89,3/13/1987,Evil Dead II,FALSE,7.6,1407
FALSE,"['Action', 'Adventure', 'Thriller']",1639,en,Speed 2: Cruise Control,7.841,6/13/1997,Speed 2: Cruise Control,FALSE,4.3,829
FALSE,"['Horror', 'Science Fiction', 'Thriller']",5876,en,The Mist,10.889,11/21/2007,The Mist,FALSE,6.8,2600
FALSE,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",12222,en,Horton Hears a Who!,11.922,3/3/2008,Horton Hears a Who!,FALSE,6.3,1842
FALSE,['Drama'],565341,en,The Sound of Silence,23.583,9/13/2019,The Sound of Silence,FALSE,10,4
FALSE,"['Action', 'Drama', 'History', 'War']",316152,en,Free State of Jones,8.524,6/24/2016,Free State of Jones,FALSE,6.6,810
FALSE,"['Drama', 'Thriller']",9264,en,Poison Ivy,7.958,5/8/1992,Poison Ivy,FALSE,5.3,158
FALSE,"['Drama', 'Romance']",420622,en,Professor Marston and the Wonder Women,10.033,10/13/2017,Professor Marston and the Wonder Women,FALSE,7.2,386
FALSE,"['Drama', 'Horror', 'Thriller']",10998,en,Fatal Attraction,12.608,9/11/1987,Fatal Attraction,FALSE,6.8,641
FALSE,"['Action', 'Drama', 'Thriller']",74998,en,Seeking Justice,8.689,3/16/2012,Seeking Justice,FALSE,5.9,551
FALSE,['Thriller'],627579,en,Identity Theft of a Cheerleader,8.366,9/7/2019,Identity Theft of a Cheerleader,FALSE,0,0
FALSE,"['Comedy', 'Drama', 'Romance']",126250,da,Den skaldede frisør,6.94,10/10/2012,Love Is All You Need,FALSE,5.9,161
FALSE,"['Animation', 'Fantasy', 'Family', 'Adventure', 'Comedy']",22586,en,The Swan Princess,10.497,11/18/1994,The Swan Princess,FALSE,6.6,542
FALSE,"['Adventure', 'Animation', 'Fantasy', 'Family']",10539,en,James and the Giant Peach,10.072,4/12/1996,James and the Giant Peach,FALSE,6.4,691
FALSE,"['Action', 'Thriller']",216282,en,Into the Storm,8.19,8/8/2014,Into the Storm,FALSE,5.9,1218
FALSE,"['Action', 'Drama', 'Fantasy']",37958,en,Immortals,10.089,11/11/2011,Immortals,FALSE,5.8,1475
FALSE,['Horror'],13207,en,Friday the 13th,10.546,2/13/2009,Friday the 13th,FALSE,5.7,1254
FALSE,"['Thriller', 'Horror']",351211,en,Blair Witch,10.625,9/16/2016,Blair Witch,FALSE,5,1151
FALSE,"['Fantasy', 'Horror', 'Mystery']",503919,en,The Lighthouse,8.406,10/18/2019,The Lighthouse,FALSE,0,8
FALSE,"['Music', 'Drama', 'Romance']",85446,en,Step Up Revolution,12.908,7/27/2012,Step Up Revolution,FALSE,6.9,1311
FALSE,"['Drama', 'History', 'War']",11101,de,Stalingrad,10.108,4/15/1994,Stalingrad,FALSE,7.3,223
FALSE,"['Adventure', 'Drama', 'Family']",1265,en,Bridge to Terabithia,11.182,2/16/2007,Bridge to Terabithia,FALSE,7.2,2546
FALSE,"['Animation', 'Comedy', 'Fantasy', 'Family']",9297,en,Monster House,10.793,7/21/2006,Monster House,FALSE,6.5,2093
FALSE,"['Comedy', 'Romance']",9522,en,Wedding Crashers,11.438,7/15/2005,Wedding Crashers,FALSE,6.4,2605
FALSE,"['Adventure', 'Mystery', 'Science Fiction']",1685,en,Beneath the Planet of the Apes,8.204,5/26/1970,Beneath the Planet of the Apes,FALSE,6.2,592
FALSE,"['Action', 'Comedy', 'Drama', 'Family']",11164,en,D2: The Mighty Ducks,8.931,3/25/1994,D2: The Mighty Ducks,FALSE,5.9,252
FALSE,"['Drama', 'Family', 'Animation', 'Adventure', 'Music']",4978,en,An American Tail,8.856,11/21/1986,An American Tail,FALSE,6.7,697
FALSE,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Family']",10192,en,Shrek Forever After,16.706,5/16/2010,Shrek Forever After,FALSE,6.2,4053
FALSE,"['Fantasy', 'Action', 'Thriller', 'Crime', 'Science Fiction', 'Mystery']",9597,fr,Vidocq,7.82,1/2/2007,Vidocq,FALSE,5.8,260
FALSE,"['Animation', 'Comedy', 'Family']",50359,en,Hop,10.961,4/1/2011,Hop,FALSE,5.6,651
FALSE,"['Action', 'Crime', 'Thriller']",76640,en,The Last Stand,9.513,1/12/2013,The Last Stand,FALSE,5.9,1750
FALSE,"['Comedy', 'Romance', 'Drama']",639,en,When Harry Met Sally...,12.206,7/21/1989,When Harry Met Sally...,FALSE,7.4,2062
FALSE,"['Animation', 'Comedy', 'Family']",9907,en,Barnyard,8.796,8/4/2006,Barnyard,FALSE,5.5,500
FALSE,"['Mystery', 'Thriller', 'Drama']",617,en,Wild Things,9.907,3/20/1998,Wild Things,FALSE,6.3,795
FALSE,['Comedy'],38365,en,Grown Ups,11.673,6/24/2010,Grown Ups,FALSE,6.2,3319
FALSE,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",172,en,Star Trek V: The Final Frontier,8.706,6/9/1989,Star Trek V: The Final Frontier,FALSE,5.7,607
FALSE,"['Comedy', 'Drama', 'Romance']",14072,hi,रब ने बना दी जोड़ी,8.272,12/12/2008,Rab Ne Bana Di Jodi,FALSE,6.7,113
FALSE,"['Drama', 'History', 'War']",205,en,Hotel Rwanda,11.183,12/22/2004,Hotel Rwanda,FALSE,7.7,1489
FALSE,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",11850,en,Invasion of the Body Snatchers,10.143,12/20/1978,Invasion of the Body Snatchers,FALSE,7.3,416
FALSE,"['Crime', 'Drama', 'Mystery', 'Thriller']",395458,en,Suburbicon,9.712,10/27/2017,Suburbicon,FALSE,5.8,929
FALSE,['Western'],11897,en,How the West Was Won,9.794,11/1/1962,How the West Was Won,FALSE,7.2,172
FALSE,"['Action', 'Science Fiction', 'Thriller']",865,en,The Running Man,13.193,11/13/1987,The Running Man,FALSE,6.5,1174
FALSE,"['Romance', 'Drama']",44114,es,Castillos de cartón,12.092,11/11/2009,3some,FALSE,5.9,18
FALSE,['Drama'],228970,en,Wild,10.917,12/5/2014,Wild,FALSE,7,1496
FALSE,"['Mystery', 'Science Fiction', 'Thriller']",431,en,Cube,9.648,9/11/1998,Cube,FALSE,6.9,2343
FALSE,"['Comedy', 'Horror']",814,en,An American Werewolf in London,9.142,8/21/1981,An American Werewolf in London,FALSE,7.3,1040
FALSE,"['Action', 'Animation']",379291,en,Justice League vs. Teen Titans,8.507,3/29/2016,Justice League vs. Teen Titans,FALSE,6.9,392
FALSE,"['Action', 'Adventure', 'Science Fiction']",82700,en,After Earth,13.649,5/31/2013,After Earth,FALSE,5.1,4326
FALSE,['Drama'],597088,ka,And Then We Danced,23.227,9/13/2019,And Then We Danced,FALSE,10,2
FALSE,"['Horror', 'Mystery', 'Thriller']",284564,en,31,10.084,10/21/2016,31,FALSE,5.2,389
FALSE,"['Horror', 'Action', 'Fantasy']",22894,en,Legion,12.021,1/22/2010,Legion,FALSE,5.4,1210
FALSE,"['Action', 'Animation', 'Science Fiction']",487672,en,Reign of the Supermen,9.926,2/15/2019,Reign of the Supermen,FALSE,6.8,189
FALSE,"['Adventure', 'Comedy', 'Drama', 'History']",319888,en,Eddie the Eagle,8.124,2/26/2016,Eddie the Eagle,FALSE,7.2,1249
FALSE,"['Comedy', 'Crime', 'Drama']",2757,en,Adaptation.,7.793,12/6/2002,Adaptation.,FALSE,7.4,1219
FALSE,"['Western', 'Romance']",11853,en,Bad Girls,8.441,4/22/1994,Bad Girls,FALSE,5,100
FALSE,"['Adventure', 'Drama']",5915,en,Into the Wild,11,9/21/2007,Into the Wild,FALSE,7.8,5962
FALSE,"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']",9333,en,Last Man Standing,8.967,9/20/1996,Last Man Standing,FALSE,6.3,426
FALSE,"['Adventure', 'Comedy', 'Fantasy', 'Music', 'Science Fiction']",1649,en,Bill & Ted's Bogus Journey,12.779,7/19/1991,Bill & Ted's Bogus Journey,FALSE,6.2,524
FALSE,"['Drama', 'Romance']",142,en,Brokeback Mountain,12.324,12/9/2005,Brokeback Mountain,FALSE,7.8,3545
FALSE,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",13572,en,Twisted,7.968,2/27/2004,Twisted,FALSE,5.4,241
FALSE,"['Drama', 'Music', 'Romance']",440298,pl,Zimna wojna,11.29,3/22/2019,Cold War,FALSE,7.6,602
FALSE,"['Action', 'Adventure', 'Drama', 'History', 'War']",10479,en,Rules of Engagement,10.192,4/7/2000,Rules of Engagement,FALSE,6.1,304
FALSE,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6589,en,Underdog,7.618,8/3/2007,Underdog,FALSE,4.9,345
FALSE,"['Drama', 'Action']",8456,en,Never Back Down,14.331,3/4/2008,Never Back Down,FALSE,6.6,1159
FALSE,"['Thriller', 'Animation', 'Action', 'Crime']",242643,en,Batman: Assault on Arkham,9.586,8/12/2014,Batman: Assault on Arkham,FALSE,7.3,540
FALSE,"['Action', 'Horror', 'Science Fiction']",1577,en,Resident Evil: Apocalypse,7.796,9/10/2004,Resident Evil: Apocalypse,FALSE,6.2,2294
FALSE,"['Horror', 'Thriller']",15516,en,The Last House on the Left,8.352,8/30/1972,The Last House on the Left,FALSE,6.1,271
FALSE,"['Animation', 'Drama', 'Romance']",38142,ja,秒速5センチメートル,9.205,10/11/2007,5 Centimeters per Second,FALSE,7.3,909
FALSE,"['Romance', 'Comedy']",272693,en,The DUFF,10.85,2/20/2015,The DUFF,FALSE,6.8,3148
FALSE,['Drama'],10997,zh,霸王别姬,8.527,9/16/1993,Farewell My Concubine,FALSE,8,198
FALSE,"['Drama', 'Romance']",4348,en,Pride & Prejudice,11.079,11/11/2005,Pride & Prejudice,FALSE,7.9,3528
FALSE,"['Action', 'Crime', 'Thriller']",2749,en,15 Minutes,9.016,3/1/2001,15 Minutes,FALSE,5.8,345
FALSE,"['Comedy', 'Romance']",10761,en,Made of Honor,8.605,5/2/2008,Made of Honor,FALSE,6.3,901
FALSE,['Comedy'],353576,en,The Con Is On,10.966,5/4/2018,The Con Is On,FALSE,4.1,63
FALSE,"['Drama', 'Thriller', 'Adventure']",204,fr,Le salaire de la peur,9.026,2/16/1955,The Wages of Fear,FALSE,8.1,341
FALSE,['Drama'],157851,en,Maps to the Stars,8.174,2/27/2015,Maps to the Stars,FALSE,6.1,629
FALSE,"['Drama', 'Romance']",577970,id,Dilan 1991,9.495,2/28/2019,Dilan 1991,FALSE,5.8,8
FALSE,"['Science Fiction', 'Romance']",9663,en,Starman,10.814,12/14/1984,Starman,FALSE,6.8,371
FALSE,"['Animation', 'Action', 'Drama', 'Science Fiction']",487670,en,The Death of Superman,10.135,7/3/2018,The Death of Superman,FALSE,7.4,281
FALSE,"['Comedy', 'Mystery']",512,en,Scoop,10.17,7/27/2006,Scoop,FALSE,6.5,823
FALSE,"['Drama', 'History', 'Thriller']",453201,en,The 15:17 to Paris,9.683,2/9/2018,The 15:17 to Paris,FALSE,5.3,858
FALSE,"['Horror', 'Science Fiction', 'Thriller']",10344,en,The Fly II,6.739,2/10/1989,The Fly II,FALSE,5.3,269
FALSE,"['Comedy', 'Drama']",411741,en,Ingrid Goes West,9.738,8/11/2017,Ingrid Goes West,FALSE,6.5,449
FALSE,"['Animation', 'Family', 'Fantasy']",26963,en,The Secret of Kells,8.004,12/4/2009,The Secret of Kells,FALSE,7.5,293
FALSE,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']",10947,en,High School Musical,10.078,1/20/2006,High School Musical,FALSE,6.5,2806
FALSE,['Drama'],522039,en,The Last Black Man in San Francisco,11.684,6/14/2019,The Last Black Man in San Francisco,FALSE,7.7,27
FALSE,"['Comedy', 'Drama']",9291,en,The Longest Yard,13.57,5/27/2005,The Longest Yard,FALSE,6.4,1649
FALSE,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",9067,en,Tank Girl,9.576,3/31/1995,Tank Girl,FALSE,5.5,243
FALSE,"['Action', 'Drama']",447665,en,Kickboxer: Retaliation,9.18,1/26/2018,Kickboxer: Retaliation,FALSE,4.9,97
FALSE,"['Action', 'Thriller']",10222,en,Kickboxer,9.05,9/9/1989,Kickboxer,FALSE,6.4,507
FALSE,"['Horror', 'Thriller']",11133,en,Poltergeist II: The Other Side,7.738,5/23/1986,Poltergeist II: The Other Side,FALSE,5.8,288
FALSE,"['Action', 'Crime', 'Drama', 'Thriller']",916,en,Bullitt,9.214,10/17/1968,Bullitt,FALSE,7.2,474
FALSE,['Comedy'],9451,en,Election,9.739,4/23/1999,Election,FALSE,6.8,499
FALSE,"['Action', 'Comedy']",10189,en,Pineapple Express,9.434,8/6/2008,Pineapple Express,FALSE,6.6,2056
FALSE,"['Comedy', 'Drama', 'Romance']",82693,en,Silver Linings Playbook,12.565,12/25/2012,Silver Linings Playbook,FALSE,7.1,7917
FALSE,"['Drama', 'Crime', 'Comedy']",2,fi,Ariel,11.032,8/10/1989,Ariel,FALSE,6.9,81
FALSE,['Comedy'],9757,en,Norbit,9.403,2/8/2007,Norbit,FALSE,5.2,1017
FALSE,"['Romance', 'Fantasy', 'Horror']",314405,it,Il racconto dei racconti,7.284,9/4/2015,Tale of Tales,FALSE,6.2,893
FALSE,['Comedy'],2539,en,Spanglish,9.827,12/17/2004,Spanglish,FALSE,5.9,697
FALSE,['Drama'],26550,it,Piccole labbra,8.845,3/3/1978,Little Lips,FALSE,6.6,6
FALSE,['Comedy'],9429,en,A Night at the Roxbury,10.001,10/1/1998,A Night at the Roxbury,FALSE,6.1,336
FALSE,"['Action', 'Thriller']",106021,en,Erased,7.782,5/17/2013,Erased,FALSE,5.8,361
FALSE,"['Horror', 'Thriller']",7340,en,Carrie,9.786,11/3/1976,Carrie,FALSE,7.2,1871
FALSE,"['Adventure', 'Animation', 'Comedy', 'Family']",13690,en,Open Season 2,9.165,11/6/2008,Open Season 2,FALSE,5.7,662
FALSE,['History'],476968,en,"Paul, Apostle of Christ",10.648,3/28/2018,"Paul, Apostle of Christ",FALSE,7,101
FALSE,"['Action', 'Drama', 'Romance', 'Thriller']",8453,hi,फना  فانا,8.638,5/26/2006,Fanaa,FALSE,6.8,104
